RPM,Vibration,Pressure,Humidity,Voltage,Current,Load,Operating_Hours,Machine_Mode,Maintenance_Level,Shift_Type,Temperature,Defective
1763,0.25,84.59,80.27,243.42,34.41,81.49,4525,High-Speed,Good,Morning,60.66,0
1336,6.63,43.29,34.34,248.69,17.58,54.14,5450,Eco,Average,Morning,53.54,1
4479,4.25,35.68,82.87,227.55,30.68,13.58,2906,High-Speed,Average,Evening,73.35,1
4987,6.22,88.34,45.4,225.73,39.75,78.67,7263,High-Speed,Average,Morning,91.28,1
4524,1.95,79.37,65.58,243.86,46.76,25.17,285,Standard,Good,Evening,62.51,0
1342,2.83,95.48,86.16,227.08,16.75,66.83,8170,High-Speed,Poor,Night,75.21,1
1645,0.34,50.95,70.69,232.08,20.07,17.71,8434,Standard,Good,Evening,44.28,0
4403,7.7,64.8,54.87,219.24,25.89,95.22,7150,Eco,Average,Morning,74.08,1
3836,5.38,60.55,71.37,239.74,46.72,36.26,8931,Eco,Poor,Evening,68.33,1
3294,7.47,118.41,50.64,231.28,45.56,30.38,2174,Standard,Good,Night,73.06,1
3519,2.2,49.22,46.64,242.36,9.04,21.62,7754,Eco,Average,Morning,51.71,0
2684,4.93,49.48,89.8,241.23,10.94,95.14,301,Standard,Good,Morning,55.2,1
4938,5.46,55.45,75.05,218.6,27.3,74.07,5810,Standard,Good,Evening,72.34,1
4001,2.61,76.46,68.68,238.63,9.8,76.75,3265,High-Speed,Average,Evening,77.53,1
3510,6.8,45.23,51.32,242.0,20.55,54.95,2202,Standard,Good,Morning,62.62,1
2753,7.58,111.53,32.95,223.84,11.68,52.73,9202,Standard,Average,Evening,76.48,1
4650,7.09,46.57,31.86,216.9,33.62,19.9,1671,High-Speed,Average,Evening,77.66,1
1489,5.94,109.58,63.25,210.11,47.73,60.39,5225,Eco,Good,Night,59.93,1
2750,2.29,30.35,75.72,228.04,49.85,32.22,6797,Standard,Average,Morning,57.54,0
1256,2.32,85.66,62.24,224.1,21.89,97.94,5269,High-Speed,Poor,Night,71.96,1
2930,7.71,110.7,80.45,232.2,31.96,81.69,2259,Eco,Good,Morning,65.24,1
4776,0.18,36.87,32.01,217.52,43.53,47.17,1429,Standard,Average,Evening,60.52,0
1979,5.76,116.83,52.01,244.39,10.29,23.62,3713,Standard,Good,Evening,61.33,1
4365,5.68,65.29,44.22,220.31,36.03,80.68,8752,High-Speed,Good,Morning,79.95,1
1682,5.02,114.57,56.84,219.06,23.4,20.98,9098,Standard,Average,Night,63.61,1
1199,7.92,87.68,34.34,229.23,14.28,27.04,3799,Standard,Average,Morning,61.57,1
1408,2.56,50.16,87.25,229.95,23.12,29.04,6127,High-Speed,Average,Evening,58.16,1
2438,2.79,38.83,43.4,218.6,8.42,60.12,2373,Eco,Average,Morning,50.47,0
2948,0.72,50.37,85.34,220.87,36.29,80.84,8350,High-Speed,Good,Evening,66.51,0
2182,3.6,29.3,55.55,216.79,16.37,38.29,4923,High-Speed,Good,Morning,56.92,0
2203,2.16,34.39,89.13,238.74,19.01,17.62,9447,High-Speed,Poor,Night,65.77,1
1619,2.81,30.47,63.24,240.8,10.45,51.81,7175,High-Speed,Average,Night,60.51,1
4092,6.69,62.29,85.85,228.49,43.91,77.33,597,Standard,Good,Night,71.64,1
1619,7.49,99.56,30.32,238.56,27.2,29.95,7059,High-Speed,Average,Morning,72.28,1
1219,1.57,34.14,74.89,239.44,30.75,29.79,6310,Standard,Good,Evening,42.85,0
4102,3.04,33.03,84.18,215.53,30.62,95.25,7226,Standard,Good,Morning,60.49,1
2308,7.44,84.34,38.38,248.65,23.47,95.87,4076,Eco,Average,Night,66.43,1
1567,0.59,39.72,35.77,242.84,13.66,99.14,6520,High-Speed,Average,Evening,60.64,0
2844,0.83,29.76,55.47,218.18,38.53,82.69,1707,Standard,Good,Evening,51.46,0
2939,1.39,36.68,86.02,217.45,10.72,26.94,9012,High-Speed,Average,Evening,66.14,0
3829,4.8,112.37,62.54,215.03,9.67,29.08,1374,Eco,Average,Morning,63.77,1
2349,1.29,102.15,61.65,215.54,36.96,40.62,790,High-Speed,Good,Evening,58.75,1
2564,7.75,55.41,38.47,239.93,14.4,38.63,4123,High-Speed,Good,Morning,68.83,1
3445,3.63,85.58,30.05,228.79,18.8,96.09,7347,Standard,Average,Night,74.36,1
4516,4.06,73.73,78.61,241.32,26.39,81.02,3537,Standard,Poor,Night,81.99,1
3093,2.05,87.71,35.25,239.85,25.22,75.16,2455,Standard,Average,Evening,66.85,1
3508,3.82,88.27,68.03,234.18,36.89,26.74,5681,Eco,Average,Night,67.57,1
1700,5.33,82.87,84.88,237.45,33.05,91.86,849,Standard,Average,Morning,63.52,1
3884,6.03,46.61,42.52,210.73,34.0,84.51,3151,Eco,Average,Night,71.1,1
2809,6.06,23.9,69.92,222.47,37.13,24.73,7863,Standard,Poor,Morning,64.02,1
1041,4.67,65.56,34.72,235.51,18.17,88.41,3664,Eco,Average,Evening,55.34,1
3185,7.24,109.1,66.23,210.37,19.5,34.5,5858,Eco,Average,Evening,70.06,1
1471,6.56,76.95,39.84,211.32,24.71,17.28,1804,Eco,Average,Morning,51.58,1
963,6.08,103.24,74.16,244.08,18.84,69.11,6174,High-Speed,Average,Morning,75.24,1
1264,0.54,119.16,48.07,237.36,49.32,68.84,2477,Standard,Average,Morning,57.07,0
3842,0.15,36.36,57.8,220.61,41.63,18.54,8119,Standard,Good,Night,56.87,1
3242,1.78,89.18,65.97,237.52,12.41,38.7,5374,Standard,Poor,Morning,63.78,1
3155,5.34,87.43,40.28,241.7,5.25,99.35,3331,Standard,Average,Evening,69.19,1
3357,3.35,118.0,74.5,222.27,6.93,71.06,6509,High-Speed,Good,Night,75.58,1
1345,3.28,118.56,48.16,211.44,15.98,75.71,2315,Eco,Average,Morning,59.66,0
4635,7.09,88.67,69.74,247.31,10.14,29.16,6388,Standard,Good,Evening,68.76,1
1393,7.17,44.36,39.5,223.81,29.0,17.09,6429,High-Speed,Poor,Evening,71.85,1
4604,7.28,99.86,71.29,214.26,43.61,34.92,985,Standard,Average,Morning,82.01,1
2259,2.58,30.7,37.69,229.67,38.15,32.4,964,Eco,Average,Night,48.33,0
4293,5.56,98.07,55.52,240.74,14.7,31.11,7017,Eco,Poor,Morning,71.3,1
3401,2.25,111.02,44.83,218.87,22.97,27.35,3154,Eco,Average,Morning,58.99,1
3244,1.61,58.28,74.9,220.78,27.86,61.73,9077,High-Speed,Average,Evening,68.2,1
3472,1.56,83.06,45.72,219.71,41.46,39.53,8748,Standard,Average,Evening,69.61,1
816,2.8,63.01,82.9,249.67,42.76,83.83,8636,High-Speed,Good,Night,64.55,1
3991,3.5,63.78,83.51,217.9,45.94,26.56,653,High-Speed,Poor,Night,77.06,1
1192,6.66,51.04,41.79,233.02,27.92,51.82,5216,Standard,Average,Evening,57.91,1
1224,1.05,96.21,66.83,247.01,36.24,11.23,7783,Eco,Average,Morning,48.1,1
1371,5.91,113.62,35.26,215.88,10.03,53.35,887,Eco,Average,Morning,55.36,1
4431,4.3,114.08,53.49,248.83,30.44,15.03,8996,Standard,Good,Morning,65.48,1
1920,2.37,37.48,72.8,247.9,16.19,98.0,5007,Standard,Average,Evening,57.53,1
1041,3.99,107.47,69.57,245.38,24.43,81.15,7290,Standard,Poor,Night,72.49,1
4697,2.47,93.74,67.48,218.58,33.53,54.11,9244,Standard,Good,Morning,69.45,1
4895,4.81,45.28,46.95,235.36,16.56,17.79,914,High-Speed,Good,Morning,67.65,1
3079,3.53,26.73,52.68,240.44,7.35,63.32,9840,Standard,Average,Evening,59.37,1
1588,1.4,46.8,36.18,249.44,5.46,78.29,8435,Standard,Average,Morning,51.8,0
1514,1.02,111.22,73.14,217.22,6.0,27.16,2877,High-Speed,Poor,Evening,68.81,1
3649,4.42,83.32,60.23,240.64,5.38,61.14,3866,Eco,Average,Evening,61.22,1
1575,7.23,92.11,72.53,223.55,9.97,83.28,5058,Eco,Average,Evening,62.77,1
4826,2.82,45.72,44.94,217.03,15.78,79.14,3925,Eco,Average,Morning,60.91,1
3047,5.89,91.94,49.47,226.86,14.95,82.27,1316,Eco,Good,Night,62.7,1
878,5.3,22.81,50.05,241.75,49.41,89.14,4570,Standard,Average,Morning,55.65,0
4726,7.46,57.53,31.54,228.59,18.77,94.39,6872,Standard,Poor,Night,84.87,1
1655,6.59,82.68,50.46,231.5,10.73,46.5,9581,Standard,Average,Morning,65.5,1
2948,4.58,34.61,78.2,249.81,29.55,61.19,7817,High-Speed,Average,Night,70.02,1
1831,5.29,102.3,83.84,225.96,43.61,81.16,8847,Eco,Average,Evening,63.2,1
4071,7.2,43.5,61.09,234.62,35.51,72.74,962,Standard,Average,Morning,70.2,1
4376,3.26,85.23,57.33,224.61,18.32,99.6,6317,Eco,Average,Night,73.01,1
4982,2.68,60.52,31.85,225.71,30.27,11.23,6038,Standard,Average,Evening,64.19,1
4256,0.19,79.6,82.75,237.83,37.17,41.96,2455,Standard,Average,Morning,62.64,1
4306,6.63,30.75,30.78,247.52,37.76,35.29,9257,High-Speed,Poor,Morning,80.89,1
1207,6.43,21.69,86.69,231.69,34.99,33.61,2495,Standard,Poor,Evening,59.77,1
3511,0.93,110.96,59.35,240.74,44.19,30.03,8767,Eco,Average,Evening,64.63,1
3888,4.66,46.96,50.52,213.57,44.15,73.82,9630,Standard,Poor,Evening,75.92,1
2468,3.77,101.97,85.45,218.45,31.05,17.63,624,Eco,Average,Evening,59.91,1
947,1.04,119.94,31.46,230.09,24.34,76.74,661,Eco,Good,Evening,46.54,0
4697,7.85,41.14,64.89,210.8,33.87,72.41,8267,Standard,Good,Night,78.05,1
2750,1.8,46.52,62.94,220.11,41.82,32.57,8213,Eco,Average,Evening,52.43,0
1165,0.63,86.29,43.16,230.7,5.25,32.76,7516,Standard,Good,Morning,40.72,0
2474,4.8,116.54,55.73,210.6,49.64,66.6,4764,Standard,Average,Night,78.85,1
3346,5.94,111.58,69.14,220.58,13.23,78.6,1305,Standard,Good,Morning,69.11,1
1362,0.36,70.29,73.63,230.56,26.16,88.88,2338,Eco,Average,Morning,49.18,0
4362,5.3,99.51,30.04,232.93,44.24,86.69,1260,High-Speed,Average,Evening,83.66,1
3289,4.31,33.57,86.21,247.03,15.13,96.84,5339,Standard,Average,Evening,70.18,1
1572,0.92,117.74,39.87,235.81,26.46,62.32,7074,High-Speed,Poor,Morning,69.38,1
2837,1.46,116.44,44.01,226.59,10.97,91.78,171,Standard,Good,Morning,58.55,1
4223,4.59,36.37,45.81,247.21,22.78,82.77,854,Standard,Poor,Evening,68.08,1
3367,2.44,49.94,32.27,241.4,12.97,90.52,7398,Standard,Average,Night,65.79,1
2373,7.51,30.02,37.38,218.0,21.36,11.05,6700,Standard,Average,Evening,59.35,1
4494,6.57,47.17,89.18,215.23,21.81,96.93,9196,Eco,Poor,Evening,73.87,1
4091,7.87,101.6,48.91,237.03,49.69,52.62,8252,Standard,Poor,Morning,84.72,1
2046,2.15,57.83,36.92,232.4,49.77,81.84,8343,High-Speed,Poor,Morning,71.33,1
4519,7.76,28.84,36.42,241.59,10.17,21.45,2721,Standard,Average,Morning,66.24,1
4639,3.51,54.22,73.17,239.55,37.67,45.63,3290,Eco,Good,Morning,53.83,1
1159,2.85,118.14,81.27,235.01,7.33,34.43,4048,Standard,Average,Evening,59.37,1
3176,0.5,82.97,45.42,249.46,6.36,36.25,1387,High-Speed,Poor,Morning,65.09,1
3809,0.52,61.62,31.25,231.34,9.74,21.09,5458,Standard,Average,Morning,57.19,1
3793,5.57,36.65,43.39,214.52,48.45,82.52,7618,Eco,Good,Evening,59.58,1
1762,3.72,118.62,33.39,243.13,47.34,10.83,7136,High-Speed,Average,Night,74.68,1
4432,1.89,102.08,36.2,220.07,13.73,38.13,4880,Standard,Average,Night,69.83,1
2627,4.95,48.15,55.89,241.09,12.28,25.7,1872,Standard,Good,Evening,53.36,0
2413,2.1,27.01,43.8,248.28,15.82,63.01,4002,Standard,Poor,Morning,58.73,1
2440,4.66,25.66,60.96,237.87,28.2,32.88,5826,High-Speed,Average,Evening,63.5,1
3016,2.94,32.04,45.21,233.84,30.64,33.31,6300,High-Speed,Average,Morning,61.76,1
1177,6.61,78.08,86.43,228.42,14.97,53.95,9241,High-Speed,Good,Evening,68.67,1
1169,6.58,112.88,84.36,224.58,39.05,68.74,3238,Eco,Good,Night,58.78,1
2996,3.87,69.67,64.01,224.12,18.93,20.92,7313,High-Speed,Good,Evening,63.64,1
4547,2.87,104.29,51.27,235.45,46.5,25.8,2516,Eco,Average,Night,64.86,1
1451,2.96,64.59,52.87,240.05,34.55,32.25,9717,Standard,Average,Evening,58.34,1
1569,6.47,90.86,54.71,237.14,24.64,97.64,7151,Standard,Average,Evening,67.9,1
3221,2.69,93.19,73.65,217.94,40.55,45.74,1684,Standard,Good,Morning,58.41,0
1580,1.75,37.4,57.1,229.76,41.81,63.91,1146,Standard,Good,Night,46.06,0
2516,0.77,56.12,81.4,241.67,18.07,31.74,7084,Standard,Average,Morning,52.6,0
4783,3.79,83.73,86.65,229.03,20.29,54.14,2265,High-Speed,Average,Night,82.54,1
2111,3.91,27.07,50.16,231.46,47.12,16.67,5819,Eco,Poor,Morning,53.79,1
4159,6.74,56.15,63.64,240.85,12.41,13.13,7322,Standard,Average,Morning,65.76,1
1322,1.85,73.48,35.7,236.45,6.9,52.19,1276,High-Speed,Average,Night,60.28,1
1321,3.11,119.62,42.03,226.37,25.43,45.88,6511,Eco,Average,Morning,58.49,1
3120,6.49,67.45,54.81,245.82,41.05,22.32,8174,Standard,Average,Night,72.68,1
1735,6.61,101.61,42.37,216.5,39.73,71.88,9323,Standard,Poor,Morning,72.88,1
3030,3.14,63.21,82.59,249.82,46.38,99.36,3388,Standard,Good,Night,64.48,1
4840,3.73,99.64,39.5,214.75,28.99,45.61,1415,Standard,Good,Evening,71.96,1
4497,2.5,79.54,57.34,210.6,9.5,66.21,992,Eco,Good,Evening,55.53,0
3637,7.47,108.66,66.34,245.6,31.49,96.67,5269,High-Speed,Good,Morning,80.38,1
4883,1.04,61.09,71.51,219.8,40.03,84.84,8398,Eco,Average,Morning,63.52,1
3261,7.48,80.43,52.98,239.19,9.2,51.72,3180,Standard,Average,Night,73.23,1
4043,5.5,83.0,82.15,242.44,12.77,76.37,9036,Eco,Good,Morning,63.48,1
4159,4.3,61.74,64.1,244.36,5.55,21.53,6566,Standard,Average,Morning,66.69,1
1485,0.36,34.43,56.37,249.66,31.71,56.09,8913,Standard,Average,Evening,49.9,1
2960,3.86,29.36,34.03,221.76,44.9,35.12,5190,High-Speed,Average,Evening,65.18,1
4788,3.32,21.67,57.88,238.41,35.18,24.5,4340,Standard,Good,Morning,55.76,1
4866,1.37,107.35,79.24,214.62,49.19,48.37,9112,Standard,Poor,Morning,76.25,1
2367,5.29,43.65,66.87,226.27,7.84,21.79,511,High-Speed,Average,Morning,65.26,1
838,7.77,41.15,79.93,243.92,45.64,72.91,8405,Standard,Average,Night,64.82,1
3344,4.54,93.6,59.64,224.71,41.63,51.06,2546,Standard,Good,Morning,61.53,1
2056,5.75,52.0,37.11,233.64,19.14,57.8,3446,Standard,Average,Night,64.66,1
3790,0.64,70.6,30.82,230.15,48.81,23.17,185,Standard,Average,Morning,56.99,1
2996,3.4,36.25,48.19,235.84,17.96,22.58,7849,High-Speed,Average,Morning,61.42,1
4268,1.02,115.97,71.88,248.92,45.02,62.51,4242,Eco,Good,Evening,65.38,1
3508,4.94,105.16,77.42,212.23,44.63,98.65,7187,Standard,Good,Morning,73.81,1
1101,7.51,106.38,47.75,232.96,39.09,18.66,7468,Standard,Average,Evening,66.29,1
1446,5.33,60.68,59.74,244.52,30.36,35.72,9864,High-Speed,Average,Night,69.67,1
2559,0.71,96.24,55.27,229.26,10.4,88.25,5934,High-Speed,Good,Morning,63.62,1
1397,2.9,34.39,54.63,213.14,28.94,16.5,903,Standard,Average,Night,49.3,0
1461,4.45,20.86,43.88,232.42,21.06,88.83,6819,Standard,Good,Morning,49.54,0
2168,3.29,22.0,38.18,223.28,40.65,57.19,6185,Standard,Average,Morning,53.07,0
3381,6.69,78.66,41.8,216.2,39.12,46.74,9361,Standard,Average,Morning,71.95,1
4668,6.54,65.54,33.32,243.96,45.98,37.87,4282,High-Speed,Good,Night,78.16,1
4337,4.93,71.8,41.89,230.86,5.67,36.74,9700,High-Speed,Poor,Morning,81.73,1
1082,3.05,20.75,30.55,247.33,41.41,37.52,364,High-Speed,Average,Night,56.77,0
4478,2.12,62.27,67.64,242.24,47.23,89.63,3193,Eco,Average,Evening,63.79,1
2286,0.94,91.81,48.98,237.72,40.52,75.14,4898,High-Speed,Good,Morning,63.06,1
4882,2.9,64.27,88.39,210.2,10.86,70.28,9765,High-Speed,Average,Evening,81.4,1
4983,3.36,93.22,41.62,227.11,8.66,81.89,8243,Standard,Average,Night,73.45,1
1260,5.44,43.3,50.75,217.9,5.94,33.14,425,Standard,Good,Evening,48.84,0
3125,5.3,101.31,51.47,246.43,33.29,65.62,1306,High-Speed,Average,Evening,76.93,1
4554,0.65,78.84,30.51,216.98,33.34,51.41,9796,Standard,Poor,Night,71.9,1
3268,3.22,41.08,80.35,221.44,49.41,80.42,1540,High-Speed,Poor,Morning,69.41,1
2524,1.54,43.67,31.92,230.67,22.91,37.83,5284,Standard,Good,Night,51.18,0
2176,1.34,82.8,86.41,220.53,19.94,67.89,9247,Standard,Poor,Night,65.57,1
3543,6.64,102.99,83.52,218.39,33.1,89.4,8846,High-Speed,Average,Evening,87.78,1
1314,0.43,61.56,62.13,233.96,42.15,46.19,5236,Standard,Average,Night,53.26,1
1502,3.41,45.83,62.62,213.56,47.15,16.0,8240,High-Speed,Good,Evening,53.16,0
2453,1.43,106.7,69.23,212.33,41.14,56.44,5919,Standard,Good,Evening,59.15,0
2866,7.05,86.93,53.22,224.89,24.2,41.14,8169,Standard,Average,Evening,72.67,1
822,4.5,64.81,68.83,238.83,33.57,70.5,2136,Eco,Poor,Morning,55.87,1
3260,1.93,68.79,32.69,232.19,43.53,95.59,9578,Standard,Good,Evening,61.09,1
2104,4.07,40.43,33.24,226.92,27.08,53.7,9489,Standard,Average,Morning,57.44,1
4100,5.88,82.68,57.43,232.63,14.75,51.96,5660,High-Speed,Good,Evening,76.22,1
1161,7.67,55.87,62.98,224.62,12.64,68.91,3729,Standard,Average,Morning,62.95,1
4527,1.84,119.56,83.27,247.45,5.01,19.31,9063,Standard,Average,Morning,72.34,1
2084,7.1,68.02,36.28,212.2,37.32,32.82,5414,Eco,Poor,Morning,62.03,1
1314,7.48,68.59,79.36,236.94,10.0,92.71,2556,Standard,Good,Night,63.58,1
1248,7.34,76.59,42.6,245.65,15.97,70.29,8762,High-Speed,Average,Morning,71.55,1
2655,5.12,111.68,53.65,242.16,18.4,11.21,1470,Standard,Average,Evening,66.12,1
4362,5.08,100.08,49.0,217.36,30.22,28.42,7729,Standard,Poor,Morning,78.4,1
3320,3.29,65.11,54.01,221.84,22.91,71.46,8963,Standard,Poor,Evening,70.08,1
3881,6.04,91.87,39.03,238.68,35.36,78.8,1274,Eco,Poor,Morning,74.44,1
2228,4.3,78.62,60.21,213.37,7.5,85.59,210,Standard,Average,Morning,62.26,0
4767,5.45,69.24,78.1,242.47,10.58,36.3,3659,Standard,Good,Evening,67.07,1
1722,3.48,39.23,56.49,238.76,27.46,93.79,6792,Standard,Average,Evening,56.98,0
3937,5.88,66.39,59.44,239.18,20.16,59.77,9318,High-Speed,Good,Morning,75.21,1
2959,6.61,44.58,80.93,214.01,18.31,72.69,3333,High-Speed,Poor,Evening,78.27,1
3347,1.26,111.48,72.36,238.71,8.02,63.71,1572,High-Speed,Average,Night,76.99,1
3779,6.68,53.54,59.43,237.19,45.31,21.05,4972,High-Speed,Average,Morning,74.56,1
3081,4.37,115.23,45.46,243.24,36.13,96.68,4853,High-Speed,Good,Morning,77.28,1
3449,6.77,73.31,83.1,211.66,10.47,21.06,1933,Standard,Good,Evening,62.64,1
1113,3.51,83.15,64.62,210.92,7.93,32.94,6028,Eco,Average,Morning,50.14,1
3413,3.09,74.29,43.27,224.92,48.87,83.23,8745,Standard,Good,Night,66.52,1
3883,7.33,32.94,46.15,215.95,35.65,65.67,6916,High-Speed,Poor,Evening,81.89,1
3056,2.08,57.58,78.19,232.34,23.79,85.43,840,Eco,Average,Evening,58.92,1
1837,6.77,29.91,32.65,246.69,36.58,56.42,7356,Eco,Poor,Evening,58.24,1
4289,3.92,82.3,89.53,225.66,39.03,43.93,2480,Eco,Average,Evening,67.66,1
3434,4.16,64.69,37.82,243.8,40.1,92.97,9735,Standard,Average,Morning,66.49,1
4783,2.54,97.8,77.76,210.01,26.5,13.26,3780,Standard,Good,Night,65.98,1
2578,4.63,42.05,53.69,216.74,24.34,87.05,2501,Standard,Average,Evening,65.54,1
4695,2.67,36.46,59.53,211.22,5.5,30.77,7277,Eco,Good,Morning,51.17,1
1924,0.41,60.63,82.84,223.13,46.7,86.39,2106,Standard,Average,Evening,56.73,1
1497,2.25,112.66,54.77,246.33,32.15,22.53,1509,Standard,Poor,Morning,63.59,1
2979,0.15,91.04,62.25,213.88,14.14,62.22,1862,Standard,Good,Morning,53.08,0
2204,7.83,61.89,32.96,234.26,46.38,89.93,1009,Standard,Good,Evening,65.12,1
1843,7.73,71.73,30.14,228.06,46.17,52.62,860,Standard,Good,Evening,62.24,1
2729,3.22,28.42,44.69,247.54,49.51,77.19,6738,Standard,Average,Evening,57.87,1
1813,5.85,118.46,70.83,214.9,44.33,82.42,5712,Standard,Good,Morning,66.12,1
1026,2.83,86.64,37.28,218.48,49.9,76.28,3340,Standard,Good,Evening,54.07,0
2628,5.4,48.54,36.83,211.18,16.01,93.28,630,High-Speed,Poor,Morning,71.58,1
2823,6.46,78.58,54.66,227.36,42.9,50.22,9651,Eco,Poor,Evening,73.22,1
3252,7.58,30.95,68.87,221.11,42.04,25.58,2660,Eco,Poor,Evening,66.31,1
2885,3.26,116.58,72.72,244.8,15.39,14.3,2277,High-Speed,Average,Evening,73.54,1
1880,6.29,37.48,40.71,234.2,9.43,32.18,5203,Standard,Average,Night,61.9,1
3120,2.2,84.8,34.78,234.56,49.07,22.89,7806,Eco,Good,Night,56.22,0
3990,7.92,44.55,86.42,231.28,18.32,60.22,1637,Eco,Average,Night,69.1,1
3430,0.3,91.76,45.64,213.67,44.19,26.65,9565,High-Speed,Good,Night,64.03,1
3363,4.87,97.68,81.2,227.8,5.19,13.5,2881,High-Speed,Average,Night,75.27,1
4092,5.31,87.34,81.81,249.98,5.95,13.24,1046,Standard,Average,Night,69.29,1
